WSD: P:123 VM: 2448.48; RSS: 2.21446e+06
WSD: P:63 VM: 3237.99; RSS: 2.9603e+06
WSD: P:97 VM: 2711.81; RSS: 2.41437e+06
WSD: P:105 VM: 2686.13; RSS: 2.35371e+06
WSD: P:71 VM: 2328.72; RSS: 2.0956e+06
WSD: P:39 VM: 3154.42; RSS: 2.86543e+06
WSD: P:32 VM: 2664.27; RSS: 2.31083e+06
WSD: P:116 VM: 2066.31; RSS: 1.77559e+06
WSD: P:69 VM: 3750.38; RSS: 3.41762e+06
WSD: P:127 VM: 2601.82; RSS: 2.2914e+06
WSD: P:22 VM: 2751.59; RSS: 2.40631e+06
WSD: P:49 VM: 2420.11; RSS: 2.1213e+06
WSD: P:65 VM: 3540.98; RSS: 3.23889e+06
WSD: P:84 VM: 2852.29; RSS: 2.56304e+06
WSD: P:113 VM: 2729.99; RSS: 2.36817e+06
WSD: P:80 VM: 3023.54; RSS: 2.6766e+06
WSD: P:46 VM: 3371.31; RSS: 3.01438e+06
WSD: P:124 VM: 2916.56; RSS: 2.66054e+06
WSD: P:62 VM: 2722.35; RSS: 2.39029e+06
WSD: P:11 VM: 2713.18; RSS: 2.38477e+06
WSD: P:108 VM: 2817.43; RSS: 2.48568e+06
WSD: P:19 VM: 3100.04; RSS: 2.7385e+06
WSD: P:21 VM: 2922.3; RSS: 2.6217e+06
WSD: P:91 VM: 3228.08; RSS: 2.86364e+06
WSD: P:102 VM: 3153.77; RSS: 2.75179e+06
WSD: P:70 VM: 3257.88; RSS: 2.86262e+06
WSD: P:96 VM: 2457.2; RSS: 2.12692e+06
WSD: P:23 VM: 2706.34; RSS: 2.36619e+06
WSD: P:17 VM: 2995.76; RSS: 2.65234e+06
WSD: P:100 VM: 2417.32; RSS: 2.13098e+06
WSD: P:99 VM: 2495.16; RSS: 2.1735e+06
WSD: P:90 VM: 2804.07; RSS: 2.58126e+06
WSD: P:114 VM: 2799.16; RSS: 2.47772e+06
WSD: P:94 VM: 2891.24; RSS: 2.54802e+06
WSD: P:61 VM: 2839.52; RSS: 2.49251e+06
WSD: P:110 VM: 2064.45; RSS: 1.77669e+06
WSD: P:89 VM: 2336.46; RSS: 2.00728e+06
WSD: P:111 VM: 2396.91; RSS: 2.0708e+06
WSD: P:74 VM: 3049.46; RSS: 2.73224e+06
WSD: P:31 VM: 2494.21; RSS: 2.20321e+06
WSD: P:93 VM: 2545.95; RSS: 2.22648e+06
WSD: P:72 VM: 3256.58; RSS: 2.93237e+06
WSD: P:67 VM: 2706.05; RSS: 2.39721e+06
WSD: P:79 VM: 2984.61; RSS: 2.65633e+06
WSD: P:58 VM: 3226.94; RSS: 3.00894e+06
WSD: P:87 VM: 2473.04; RSS: 2.1637e+06
WSD: P:37 VM: 2939.09; RSS: 2.59771e+06
WSD: P:44 VM: 3221.02; RSS: 2.85516e+06
WSD: P:43 VM: 3079.61; RSS: 2.73468e+06
WSD: P:109 VM: 2753.9; RSS: 2.44051e+06
WSD: P:54 VM: 3479.8; RSS: 3.12764e+06
WSD: P:50 VM: 3006.8; RSS: 2.6546e+06
WSD: P:121 VM: 2699.09; RSS: 2.3713e+06
WSD: P:125 VM: 2471.61; RSS: 2.20362e+06
WSD: P:78 VM: 3143.95; RSS: 2.82482e+06
WSD: P:51 VM: 2892.07; RSS: 2.57995e+06
WSD: P:53 VM: 2717.06; RSS: 2.43246e+06
WSD: P:73 VM: 3161.76; RSS: 2.81512e+06
WSD: P:25 VM: 3195.83; RSS: 2.92253e+06
WSD: P:85 VM: 2882.43; RSS: 2.5572e+06
WSD: P:76 VM: 3127.79; RSS: 2.77603e+06
WSD: P:47 VM: 3239.12; RSS: 2.88543e+06
WSD: P:56 VM: 2832.74; RSS: 2.53587e+06
WSD: P:68 VM: 3403.38; RSS: 3.09204e+06
WSD: P:36 VM: 2997.19; RSS: 2.61417e+06
WSD: P:38 VM: 2763.3; RSS: 2.37643e+06
WSD: P:16 VM: 2965.5; RSS: 2.59134e+06
WSD: P:75 VM: 3025.53; RSS: 2.80007e+06
WSD: P:92 VM: 2672.64; RSS: 2.36128e+06
WSD: P:95 VM: 2895.41; RSS: 2.52644e+06
WSD: P:30 VM: 3115.77; RSS: 2.76022e+06
WSD: P:35 VM: 2673.63; RSS: 2.38617e+06
WSD: P:83 VM: 3451.3; RSS: 3.1206e+06
WSD: P:24 VM: 2905.45; RSS: 2.61661e+06
WSD: P:15 VM: 3070.37; RSS: 2.79056e+06
WSD: P:27 VM: 3242.09; RSS: 2.87832e+06
WSD: P:106 VM: 3249; RSS: 2.91538e+06
WSD: P:81 VM: 2989.37; RSS: 2.62e+06
WSD: P:77 VM: 3060.11; RSS: 2.74172e+06
WSD: P:88 VM: 2330.9; RSS: 2.06681e+06
WSD: P:122 VM: 2458.02; RSS: 2.14285e+06
WSD: P:115 VM: 3595; RSS: 3.32534e+06
WSD: P:55 VM: 2342.29; RSS: 2.05164e+06
WSD: P:52 VM: 2575.28; RSS: 2.26334e+06
WSD: P:59 VM: 3016.13; RSS: 2.67841e+06
WSD: P:107 VM: 3230.53; RSS: 2.87426e+06
WSD: P:33 VM: 2924.73; RSS: 2.60855e+06
WSD: P:86 VM: 3193.3; RSS: 2.80427e+06
WSD: P:64 VM: 2819.99; RSS: 2.46662e+06
WSD: P:57 VM: 3048.75; RSS: 2.73744e+06
WSD: P:98 VM: 2499.07; RSS: 2.19731e+06
WSD: P:40 VM: 2682.1; RSS: 2.4383e+06
WSD: P:26 VM: 2428.66; RSS: 2.09921e+06
WSD: P:101 VM: 2380.54; RSS: 2.09272e+06
WSD: P:123 VM: 2448.32; RSS: 2.21434e+06
WSD: P:28 VM: 2775.62; RSS: 2.55088e+06
WSD: P:29 VM: 2522.79; RSS: 2.21942e+06
WSD: P:42 VM: 2431.53; RSS: 2.19732e+06
WSD: P:6 VM: 2965.25; RSS: 2.5906e+06
WSD: P:48 VM: 2303.64; RSS: 2.00458e+06
WSD: P:18 VM: 2843; RSS: 2.48296e+06
WSD: P:66 VM: 2688.94; RSS: 2.31638e+06
WSD: P:34 VM: 3494.18; RSS: 3.18331e+06
WSD: P:111 VM: 2396.75; RSS: 2.07068e+06
WSD: P:13 VM: 2629.11; RSS: 2.30812e+06
WSD: P:0 VM: 3077.47; RSS: 2.74715e+06
WSD: P:60 VM: 2091.48; RSS: 1.77557e+06
WSD: P:1 VM: 2855.78; RSS: 2.5133e+06
WSD: P:2 VM: 2730.16; RSS: 2.40325e+06
WSD: P:117 VM: 2530.76; RSS: 2.26661e+06
WSD: P:12 VM: 3158.76; RSS: 2.94048e+06
WSD: P:120 VM: 2495.36; RSS: 2.21556e+06
WSD: P:112 VM: 2690.21; RSS: 2.37834e+06
WSD: P:46 VM: 3371.14; RSS: 3.01425e+06
WSD: P:10 VM: 2421.35; RSS: 2.10518e+06
WSD: P:7 VM: 2548.65; RSS: 2.23616e+06
WSD: P:8 VM: 3250.1; RSS: 2.87047e+06
WSD: P:119 VM: 2421.91; RSS: 2.18577e+06
WSD: P:9 VM: 3210.47; RSS: 2.84947e+06
WSD: P:45 VM: 2947.16; RSS: 2.61567e+06
WSD: P:126 VM: 2635.93; RSS: 2.40016e+06
WSD: P:4 VM: 2920.21; RSS: 2.58858e+06
WSD: P:97 VM: 2711.66; RSS: 2.41424e+06
WSD: P:104 VM: 1986.21; RSS: 1.71763e+06
WSD: P:5 VM: 2395.08; RSS: 2.06834e+06
WSD: P:39 VM: 3154.27; RSS: 2.86637e+06
WSD: P:22 VM: 2751.41; RSS: 2.40618e+06
WSD: P:84 VM: 2852.12; RSS: 2.56291e+06
WSD: P:63 VM: 3237.84; RSS: 2.9602e+06
WSD: P:14 VM: 3204.63; RSS: 2.87407e+06
WSD: P:20 VM: 2621.64; RSS: 2.32732e+06
WSD: P:41 VM: 3313.61; RSS: 3.02685e+06
WSD: P:3 VM: 2380.58; RSS: 2.10379e+06
WSD: P:82 VM: 2735.25; RSS: 2.40302e+06
WSD: P:108 VM: 2817.26; RSS: 2.48558e+06
WSD: P:113 VM: 2729.84; RSS: 2.36807e+06
WSD: P:32 VM: 2664.11; RSS: 2.3107e+06
WSD: P:49 VM: 2419.96; RSS: 2.12121e+06
WSD: P:103 VM: 3251.29; RSS: 3.03246e+06
WSD: P:118 VM: 3221.99; RSS: 2.86882e+06
WSD: P:70 VM: 3257.72; RSS: 2.86254e+06
WSD: P:114 VM: 2799.01; RSS: 2.4776e+06
37388WSD: P:62 VM: 2722.21; RSS: 2.39018e+06
WSD: P:127 VM: 2601.67; RSS: 2.29128e+06
WSD: P:91 VM: 3227.93; RSS: 2.86352e+06
WSD: P:102 VM: 3153.6; RSS: 2.75164e+06
WSD: P:54 VM: 3479.65; RSS: 3.12751e+06
WSD: P:121 VM: 2698.93; RSS: 2.37116e+06
WSD: P:116 VM: 2066.16; RSS: 1.7755e+06
WSD: P:105 VM: 2685.97; RSS: 2.3536e+06
WSD: P:110 VM: 2064.28; RSS: 1.77656e+06
WSD: P:65 VM: 3540.82; RSS: 3.2388e+06
WSD: P:21 VM: 2922.18; RSS: 2.62163e+06
WSD: P:23 VM: 2706.19; RSS: 2.36609e+06
WSD: P:19 VM: 3099.88; RSS: 2.73838e+06
WSD: P:109 VM: 2753.75; RSS: 2.4404e+06
WSD: P:71 VM: 2328.56; RSS: 2.09549e+06
WSD: P:94 VM: 2891.09; RSS: 2.5479e+06
WSD: P:61 VM: 2839.39; RSS: 2.49248e+06
WSD: P:69 VM: 3750.23; RSS: 3.41752e+06
WSD: P:80 VM: 3023.38; RSS: 2.67651e+06
WSD: P:93 VM: 2545.79; RSS: 2.22635e+06
WSD: P:17 VM: 2995.61; RSS: 2.65226e+06
WSD: P:89 VM: 2336.3; RSS: 2.00716e+06
WSD: P:11 VM: 2713.03; RSS: 2.38466e+06
WSD: P:79 VM: 2984.45; RSS: 2.65623e+06
WSD: P:78 VM: 3143.79; RSS: 2.82471e+06
WSD: P:37 VM: 2938.93; RSS: 2.59758e+06
WSD: P:90 VM: 2803.92; RSS: 2.58116e+06
WSD: P:96 VM: 2457.04; RSS: 2.12682e+06
WSD: P:99 VM: 2495; RSS: 2.17341e+06
WSD: P:100 VM: 2417.15; RSS: 2.13086e+06
WSD: P:124 VM: 2916.39; RSS: 2.66038e+06
WSD: P:58 VM: 3226.78; RSS: 3.00882e+06
WSD: P:50 VM: 3006.66; RSS: 2.65451e+06
WSD: P:53 VM: 2716.91; RSS: 2.43232e+06
WSD: P:51 VM: 2891.92; RSS: 2.57988e+06
WSD: P:87 VM: 2472.89; RSS: 2.16359e+06
WSD: P:47 VM: 3238.97; RSS: 2.88532e+06
WSD: P:31 VM: 2494.05; RSS: 2.20311e+06
WSD: P:43 VM: 3079.45; RSS: 2.73455e+06
WSD: P:56 VM: 2832.58; RSS: 2.53574e+06
WSD: P:33 VM: 2924.58; RSS: 2.60844e+06
WSD: P:85 VM: 2882.26; RSS: 2.55709e+06
WSD: P:76 VM: 3127.63; RSS: 2.77595e+06
WSD: P:44 VM: 3220.86; RSS: 2.85501e+06
WSD: P:74 VM: 3049.29; RSS: 2.73215e+06
WSD: P:67 VM: 2705.89; RSS: 2.39711e+06
WSD: P:106 VM: 3248.85; RSS: 2.91532e+06
WSD: P:16 VM: 2965.33; RSS: 2.59124e+06
WSD: P:95 VM: 2895.27; RSS: 2.52632e+06
WSD: P:38 VM: 2763.14; RSS: 2.3763e+06
WSD: P:15 VM: 3070.2; RSS: 2.79046e+06
WSD: P:25 VM: 3195.68; RSS: 2.92247e+06
WSD: P:27 VM: 3241.94; RSS: 2.87825e+06
WSD: P:115 VM: 3594.84; RSS: 3.32525e+06
WSD: P:36 VM: 2997.03; RSS: 2.61404e+06
WSD: P:35 VM: 2673.5; RSS: 2.38607e+06
WSD: P:30 VM: 3115.62; RSS: 2.76012e+06
WSD: P:72 VM: 3256.43; RSS: 2.93232e+06
WSD: P:107 VM: 3230.39; RSS: 2.87418e+06
WSD: P:24 VM: 2905.29; RSS: 2.6165e+06
WSD: P:83 VM: 3451.16; RSS: 3.12049e+06
WSD: P:125 VM: 2471.45; RSS: 2.2035e+06
WSD: P:57 VM: 3048.59; RSS: 2.73733e+06
WSD: P:52 VM: 2575.11; RSS: 2.26324e+06
WSD: P:92 VM: 2672.49; RSS: 2.36118e+06
WSD: P:75 VM: 3025.37; RSS: 2.79996e+06
WSD: P:73 VM: 3161.6; RSS: 2.81504e+06
WSD: P:55 VM: 2342.14; RSS: 2.05154e+06
WSD: P:59 VM: 3015.98; RSS: 2.67829e+06
WSD: P:40 VM: 2681.94; RSS: 2.43818e+06
WSD: P:68 VM: 3403.23; RSS: 3.09193e+06
WSD: P:81 VM: 2989.23; RSS: 2.61993e+06
WSD: P:122 VM: 2457.85; RSS: 2.14271e+06
37WSD: P:77 VM: 3059.94; RSS: 2.74161e+06
WSD: P:88 VM: 2330.73; RSS: 2.06672e+06
WSD: P:26 VM: 2428.5; RSS: 2.0991e+06
WSD: P:64 VM: 2819.83; RSS: 2.46651e+06
WSD: P:98 VM: 2498.91; RSS: 2.19718e+06
WSD: P:101 VM: 2380.37; RSS: 2.0926e+06
WSD: P:123 VM: 2448.16; RSS: 2.21422e+06
WSD: P:86 VM: 3193.14; RSS: 2.80416e+06
373933719WSD: P:28 VM: 2775.45; RSS: 2.55076e+06
WSD: P:29 VM: 2522.63; RSS: 2.21932e+06
WSD: P:48 VM: 2303.46; RSS: 2.00443e+06
WSD: P:116 VM: 2065.96; RSS: 1.77532e+06
WSD: P:3 VM: 2380.38; RSS: 2.10361e+06
35WSD: P:5 VM: 2394.89; RSS: 2.06818e+06
WSD: P:1 VM: 2855.6; RSS: 2.51317e+06
353419642 : fineN WSD: P:10 VM: 2421.14; RSS: 2.105e+06
353420627 : fuelN : WSD: P:13 VM: 2628.9; RSS: 2.30793e+06
WSD: P:7 VM: 2548.43; RSS: 2.23597e+06
WSD: P:6 VM: 2965.09; RSS: 2.59047e+06
WSD: P:12 VM: 3158.56; RSS: 2.9403e+06
353428746 : residentN :WSD: P:8 VM: 3249.89; RSS: 2.8703e+06
WSD: P:112 VM: 2690; RSS: 2.37815e+06
353469990 : emailWSD: P:0 VM: 3077.27; RSS: 2.74713e+06
WSD: P:60 VM: 2091.27; RSS: 1.77542e+06
WSD: P:110 VM: 2064.07; RSS: 1.77641e+06
WSD: P:2 VM: 2729.96; RSS: 2.40309e+06
WSD: P:4 VM: 2920.02; RSS: 2.58841e+06
WSD: P:11 VM: 2712.83; RSS: 2.3846e+06
WSD: P:16 VM: 2965.13; RSS: 2.59108e+06
WSD: P:93 VM: 2545.59; RSS: 2.22624e+06
WSD: P:104 VM: 1986.01; RSS: 1.71748e+06
WSD: P:96 VM: 2456.84; RSS: 2.12665e+06
WSD: P:100 VM: 2416.96; RSS: 2.13069e+06
WSD: P:89 VM: 2336.09; RSS: 2.00699e+06
WSD: P:85 VM: 2882.05; RSS: 2.55692e+06
WSD: P:37 VM: 2938.71; RSS: 2.59755e+06
WSD: P:14 VM: 3204.47; RSS: 2.87393e+06
WSD: P:113 VM: 2729.64; RSS: 2.36792e+06
WSD: P:34 VM: 3494.03; RSS: 3.1832e+06
WSD: P:40 VM: 2681.74; RSS: 2.43801e+06
WSD: P:46 VM: 3370.94; RSS: 3.01408e+06
WSD: P:123 VM: 2447.96; RSS: 2.21404e+06
WSD: P:126 VM: 2635.73; RSS: 2.39997e+06
WSD: P:61 VM: 2839.18; RSS: 2.49232e+06
WSD: P:127 VM: 2601.47; RSS: 2.29109e+06
WSD: P:9 VM: 3210.27; RSS: 2.84929e+06
WSD: P:53 VM: 2716.72; RSS: 2.43219e+06
WSD: P:51 VM: 2891.79; RSS: 2.5798e+06
WSD: P:55 VM: 2341.94; RSS: 2.05137e+06
WSD: P:80 VM: 3023.38; RSS: 2.67654e+06
WSD: P:87 VM: 2472.71; RSS: 2.16344e+06
WSD: P:38 VM: 2762.94; RSS: 2.37616e+06
WSD: P:26 VM: 2428.29; RSS: 2.09895e+06
WSD: P:99 VM: 2494.8; RSS: 2.17325e+06
WSD: P:39 VM: 3154.06; RSS: 2.8662e+06
WSD: P:42 VM: 2431.33; RSS: 2.19714e+06
WSD: P:31 VM: 2493.86; RSS: 2.20297e+06
WSD: P:105 VM: 2685.77; RSS: 2.35368e+06
WSD: P:76 VM: 3127.43; RSS: 2.77594e+06
WSD: P:45 VM: 2946.95; RSS: 2.61568e+06
WSD: P:49 VM: 2419.77; RSS: 2.12108e+06
WSD: P:58 VM: 3226.59; RSS: 3.00866e+06
WSD: P:75 VM: 3025.17; RSS: 2.79981e+06
WSD: P:44 VM: 3220.65; RSS: 2.85484e+06
WSD: P:64 VM: 2819.63; RSS: 2.46634e+06
WSD: P:18 VM: 2842.81; RSS: 2.48291e+06
WSD: P:41 VM: 3313.4; RSS: 3.0267e+06
WSD: P:24 VM: 2905.09; RSS: 2.61635e+06
WSD: P:22 VM: 2751.2; RSS: 2.40614e+06
353488257 :WSD: P:84 VM: 2851.91; RSS: 2.56274e+06
WSD: P:122 VM: 2457.66; RSS: 2.14253e+06
WSD: P:81 VM: 2989.05; RSS: 2.61986e+06
WSD: P:67 VM: 2705.72; RSS: 2.39696e+06
WSD: P:73 VM: 3161.39; RSS: 2.81489e+06
WSD: P:62 VM: 2722.02; RSS: 2.39002e+06
WSD: P:66 VM: 2688.75; RSS: 2.31629e+06
WSD: P:98 VM: 2498.71; RSS: 2.19703e+06
WSD: P:79 VM: 2984.45; RSS: 2.65632e+06
WSD: P:36 VM: 2996.82; RSS: 2.61402e+06
WSD: P:119 VM: 2421.71; RSS: 2.18561e+06
WSD: P:77 VM: 3059.74; RSS: 2.74144e+06
WSD: P:121 VM: 2698.72; RSS: 2.37098e+06
WSD: P:83 VM: 3450.96; RSS: 3.1205e+06
WSD: P:82 VM: 2735.11; RSS: 2.40308e+06
WSD: P:95 VM: 2895.08; RSS: 2.52618e+06
WSD: P:120 VM: 2495.16; RSS: 2.21544e+06
WSD: P:101 VM: 2380.18; RSS: 2.09251e+06
WSD: P:71 VM: 2328.37; RSS: 2.09534e+06
WSD: P:108 VM: 2817.06; RSS: 2.48542e+06
